"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","provenance_id_rnb","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_dpe","categorie_erp","secteur_activite","etiquette_dpe","etiquette_ges","annee_construction","periode_construction","surface_shon","surface_utile","nombre_occupant","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","nom_residence","complement_adresse_batiment","complement_adresse_logement","conso_kwhep_m2_an","emission_ges_kg_co2_m2_an","type_energie_principale_chauffage","type_energie_n1","type_usage_energie_n1","conso_ep_energie_n1","conso_ef_energie_n1","frais_annuel_energie_n1","annee_releve_conso_energie_n1","type_energie_n2","type_usage_energie_n2","conso_ep_energie_n2","conso_ef_energie_n2","frais_annuel_energie_n2","annee_releve_conso_energie_n2","type_energie_n3","type_usage_energie_n3","conso_ep_energie_n3","conso_ef_energie_n3","frais_annuel_energie_n3","annee_releve_conso_energie_n3"
"2220T1265193R","2023-10-26","2022-06-02","2022-06-08","2022-06-09","2032-06-07",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","A","A",1993,"1989-2000",42.1,100,0,"Centre Commercial Monte Stel 20290 Borgo",,,"Borgo","20290","2B042","2B","94","2B042_A150",1229250.27,6183358.98,0.43,"adresse géocodée ban à l'adresse","Avenue de Borgo, Centre Commercial","BORGO","20290",0,,,,56.2,1.6,,"Électricité","périmètre de l'usage inconnu",8220.2,3574,0.2,2022,,,,,,,,,,,,
"2320T1100867M","2023-10-26","2023-03-23","2023-04-02","2023-04-03","2033-04-01",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"1948-1974",166.4,100,0,"Avenue du 9 Septembre 20240 Ghisonaccia",,,"Ghisonaccia","20240","2B123","2B","94","2B123_0195",1231303.46,6123682.57,0.62,"adresse géocodée ban à l'adresse","525 Avenue du 9 septembre Immeuble GAMBOTTI","GHISONACCIA","20240",0,,"108-2023-03-24",,,,,,,,,,,,,,,,,,,,,,
"2320T1491752N","2023-10-26","2023-04-29","2023-04-29","2023-05-05","2033-04-28",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement",,"N : Restaurants et débits de boisson",,,1900,"avant 1948",68,74.8,7,"Vieux Port 20200 Bastia",,"Vieux Port","Bastia","20200","2B033","2B","94","2B033_X982",1228542.77,6198956.92,0.77,"adresse non géocodée ban car aucune correspondance trouvée","LE VIEUX PORT","BASTIA","20200",,,,,,,,,,,,,,,,,,,,,,,,,
"2320T4044492V","2023-11-27","2023-11-26","2023-11-26","2023-11-27","2033-11-25",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"autres tertiaires non ERP","B","A",2015,"2013-2021",,170.6,500,"Bodiccione 20090 Ajaccio",,"Bodiccione","Ajaccio","20090","2A004","2A","94","2a004_j6f5w3",1178027.72,6110515.91,0.33,"adresse non géocodée ban car aucune correspondance trouvée","Les Jardins de Bodiccione, Bâtiment E, ex 'PAUSE COIFFEE""","AJACCIO","20090",0,,,,77.8,2.2,,"Électricité","périmètre de l'usage inconnu",13268.7,5769,1001.8,2021,,,,,,,,,,,,
"2320T3362041S","2023-10-26","2023-10-02","2023-10-05","2023-10-06","2033-10-04",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","autres tertiaires non ERP","G","C",,"1983-1988",551.6,100,0,"Chioso Soprano 20167 Sarrola-Carcopino",,"Chioso Soprano","Sarrola-Carcopino","20167","2A271","2A","94","2A271_B064",1182830.33,6114153.86,0.42,"adresse géocodée ban à l'adresse","Chioso Soprano","Sarrola-Carcopino","20167",0,,"23/BOUHIER/0233","RDC 1ER étage",710.7,19.8,,"Électricité","périmètre de l'usage inconnu",431232.4,187492.3,26682,2023,,,,,,,,,,,,
"2320T2140279W","2023-10-26","2023-06-15","2023-06-25","2023-06-26","2033-06-24",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement","C","A",,"1978-1982",180.4,100,0,"Residence Imperiale 20600 Bastia",,"Residence Imperiale","Bastia","20600","2B033","2B","94","2B033_A004",1227115.88,6197302.41,0.58,"adresse géocodée ban à l'adresse","Les Résidences de l'Impériale","BASTIA","20200",0,,"230414 MAIRIE DE BASTIA - LOT 931","Etage RDC",143.5,4,,"Électricité","périmètre de l'usage inconnu",28483.2,12384,13.9,2023,,,,,,,,,,,,
"2320T3572645W","2023-10-26","2023-10-18","2023-10-22","2023-10-23","2033-10-21",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge",,"autres tertiaires non ERP",,,1970,"1948-1974",,56.5,500,"Saint Angelo 20200 Bastia",,"Saint Angelo","Bastia","20200","2B033","2B","94","2B033_B159",1228455.05,6198767.4,0.66,"adresse non géocodée ban car aucune correspondance trouvée","SAN ANGELOT","BASTIA","20200",,"Bâtiment",,,,,,,,,,,,,,,,,,,,,,,
"2320T0190117Q","2023-10-26","2023-01-19","2023-01-19","2023-01-20","2033-01-18",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement",,"autres tertiaires non ERP",,,1997,"avant 1948",46,50.6,2,"Residence Empire Finosello 20090 Ajaccio",,"Residence Empire Finosello","Ajaccio","20090","2A004","2A","94","2A004_A126",1177232.22,6110124.37,0.52,"adresse non géocodée ban car aucune correspondance trouvée","RESIDENCE EMPIRE, FINOSELLO, AV DU MARECHAL LYAUTEY","AJACCIO","20000",,,,,,,,,,,,,,,,,,,,,,,,,
"2320T4206353G","2023-12-07","2023-11-29","2023-12-06","2023-12-07","2033-12-05",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","O : Hôtels et pensions de famille","G","C",,"1978-1982",121,100,0,"Tarcu 20135 Conca",,,"Conca","20135","2A092","2A","94","2a092_yqifa5",1232856.09,6093693.13,0.33,"adresse géocodée ban à l'adresse","TARCO","CONCA","20135",0,,"2023-12-010",,2101.8,58.5,,"Électricité","périmètre de l'usage inconnu",279751.3,121631,14330,2022,,,,,,,,,,,,
"2320T1960353Q","2023-10-26","2023-06-01","2023-06-12","2023-06-13","2033-06-11",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","A",,"2006-2012",546.8,100,0,"Route de lâ€ Ospedale 20137 Porto-Vecchio",,"Route de lâ€ Ospedale","Porto-Vecchio","20137","2A247","2A","94","2A247_0266",1220096.87,6079563.45,0.5,"adresse géocodée ban à l'adresse","rte de l'Ospedale - lieu dit Cantone (POLYMAT)","PORTO-VECCHIO","20137",0,,"23/IMO/6776/ABM",,141.6,3.9,,"Électricité","périmètre de l'usage inconnu",47603.9,20697.3,6003.7,2023,"Électricité","périmètre de l'usage inconnu",37601.9,16348.7,4742,2023,,,,,,
"2320T3347756H","2023-10-26","2023-10-04","2023-10-04","2023-10-05","2033-10-03",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"autres tertiaires non ERP","B","A",1900,"avant 1948",,28.4,500,"6 Rue des 3 Marie 20000 Ajaccio","6","Rue des 3 Marie","Ajaccio","20000","2A004","2A","94","2a004_1380_00006",1176612.38,6108662.57,0.64,"adresse non géocodée ban car aucune correspondance trouvée","6 rue des trois Maries","AJACCIO","20000",0,,,,72.1,2,,"Électricité","périmètre de l'usage inconnu",2047,890,264.2,2023,,,,,,,,,,,,
"2320T3413035A","2023-10-26","2023-10-10","2023-10-10","2023-10-11","2033-10-09",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge",,"autres tertiaires non ERP",,,1980,"1978-1982",1215,1336.5,10,"ZI Tragone 20620 Biguglia",,"ZI Tragone","Biguglia","20620","2B037","2B","94","2B037_A247",1228658.7,6188320.62,0.77,"adresse non géocodée ban car aucune correspondance trouvée","ZI DE TRAGONE","BIGUGLIA","20620",,,"BLOC 4",,,,,,,,,,,,,,,,,,,,,,
"2420T1599442M","2024-05-02","2024-04-23","2024-05-01","2024-05-02","2034-04-30",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","D","B",,"1948-1974",98,100,0,"Avenue Sampiero Corso 20600 Furiani",,"Avenue Sampiero Corso","Furiani","20600","2B120","2B","94","2B120_0090",1228271.39,6194166.21,0.59,"adresse géocodée ban à l'adresse","Avenue Sampiero Corse","FURIANI","20600",0,,"24/0020_p02",,239.7,6.7,,"Électricité","périmètre de l'usage inconnu",25835.1,11232.7,3258,2023,,,,,,,,,,,,
"2320T1035144R","2023-10-26","2023-03-27","2023-03-27","2023-03-28","2033-03-26",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","N : Restaurants et débits de boisson","F","C",,"1989-2000",171.1,100,0,"Clos de Porticcio 20166 Grosseto-Prugna",,"Clos de Porticcio","Grosseto-Prugna","20166","2A130","2A","94","2A130_A050",1182270.13,6105001.98,0.39,"adresse géocodée ban à l'adresse","CC Porticcio Plage","GROSSETO PRUGNA","20166",0,,"23/SCIUPAESE/0047","RDC",464,12.9,,"Électricité","périmètre de l'usage inconnu",87327.9,37968.7,16195.3,2023,,,,,,,,,,,,
"2420T0780089X","2024-03-02","2024-02-22","2024-03-01","2024-03-02","2034-02-28",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","T : Salles d'exposition à vocation commerciale",,,,"avant 1948",68.6,100,0,"Casino 20230 San-Nicolao",,"Casino","San-Nicolao","20230","2B313","2B","94","2b313_fs3vef",1237222.46,6163670.93,0.4,"adresse géocodée ban à l'adresse","Lieu dit Reginca","SAN NICOLAO","20230",0,,"J022024/PESCETTI/2439''","Local commercial situé en rez de chaussée",,,,,,,,,,,,,,,,,,,,,
"2320T3298064B","2023-10-26","2023-09-28","2023-10-01","2023-10-02","2033-09-30",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"1978-1982",69.4,100,0,"Saint-Florent",,,"Saint-Florent","20217","2B298","2B","94","2B298",1216286.78,6196340,0.32,"adresse géocodée ban à l'adresse","Immeuble Lodu","SAINT-FLORENT","20217",0,,"1000.290923.CT","Local commercial situé en rez-de-chaussée",,,,,,,,,,,,,,,,,,,,,
"2313T3701008Q","2023-10-31","2023-10-26","2023-10-30","2023-10-31","2033-10-29",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge","5ème Catégorie","N : Restaurants et débits de boisson",,,,"avant 1948",174.3,100,0,"Quartier Piazza Di a Chjesa 20230 Linguizzetta",,"Quartier Piazza Di a Chjesa","Linguizzetta","20230","2B143","2B","94","2B143_A052",1234389.35,6151232.25,0.42,"adresse géocodée ban à l'adresse","Quartier du Mas long - Place de l'Église et de Mas blanc
La Piazza del gusto","MAUSSANE","13520",0,,"DIA-SD2310-1858",,,,,,,,,,,,,,,,,,,,,,
"2320T4454521E","2023-12-22","2023-11-23","2023-11-23","2023-12-22","2033-11-22",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"locaux d'entreprise (bureaux)","A","A",2023,"après 2021",106,106,2,"Chemin de Torreta 20000 Ajaccio",,"Chemin de Torreta","Ajaccio","20000","2A004","2A","94","2A004_1384",1175375.69,6108495.21,0.51,"adresse non géocodée ban car aucune correspondance trouvée","7 CHEMIN DE RANUCCHIETTO","AJACCIO","20000",,,,,45,1,,"Électricité","Eau Chaude sanitaire",4726,2055,438,2023,"Électricité","Eau Chaude sanitaire",4726,2055,438,2022,"Électricité","Eau Chaude sanitaire",4726,2055,438,2021
"2220T1376876E","2023-10-26","2022-06-19","2022-06-19","2022-06-20","2032-06-18",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","A","A",,"1948-1974",283.5,100,0,"Lotissement Domaine de Tamarone 20620 Biguglia",,,"Biguglia","20620","2B037","2B","94","2B037_A259",1227317.79,6190979.41,0.52,"adresse géocodée ban à l'adresse","Enseigne LOXAM - RN 193 - Rond Point de Ceppe chemin de Cardelle","BIGUGLIA","20620",0,,,"Local commercial en R + 1",12.5,0.3,,"Électricité","périmètre de l'usage inconnu",3913.8,1701.7,493.7,2022,,,,,,,,,,,,
"2320T2364344T","2023-10-26","2023-07-06","2023-07-11","2023-07-12","2033-07-10",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","D","B",,"2006-2012",160,100,0,"Santa Manza 20169 Bonifacio",,"Santa Manza","Bonifacio","20169","2A041","2A","94","2A041_B370",1220514.29,6054413.07,0.44,"adresse géocodée ban à l'adresse","MUSELLA
SANTA MANZA","BONIFACIO","20169",0,,"2023-07-006","Etage : RDC & étage",264.8,7.4,,"Électricité","périmètre de l'usage inconnu",46611.8,20266,4260,2023,,,,,,,,,,,,
"2320T2285751Y","2023-10-26","2023-07-03","2023-07-03","2023-07-06","2033-07-02","2320T2285644V",,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement",,"autres tertiaires non ERP","C","A",1994,"1989-2000",,1170,500,"Residence le Palais de la Mer 20200 Bastia",,,"Bastia","20200","2B033","2B","94","2B033_A252",1228787.24,6199901.73,0.68,"adresse non géocodée ban car aucune correspondance trouvée","Le Palais de la Mer","BASTIA","20200",2,"BP 275","Sans objet",,105.3,2.9,"Électricité","Électricité","Chauffage",123238.6,53582,9555.9,2023,,,,,,,,,,,,
"2220T2833163F","2023-10-26","2022-11-24","2022-11-25","2022-11-26","2032-11-24",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,1884,"avant 1948",,16.8,500,"strada di a piaghja 20232 Oletta",,,"Oletta","20232","2B185","2B","94","2b185_b50n4a",1218818.3,6193423.07,0.69,"adresse géocodée ban à l'adresse","50 Rue Docchecia","OLETTA","20232",0,"Local commercial",,,,,,,,,,,,,,,,,,,,,,,
"2420T1706056A","2024-05-15","2024-05-12","2024-05-14","2024-05-15","2034-05-13",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","C","A",,"avant 1948",114.2,100,0,"Querciolo 20213 Sorbo-Ocagnano",,"Querciolo","Sorbo-Ocagnano","20213","2B286","2B","94","2b286_u1zmiz",1232893.5,6175828.51,0.48,"adresse géocodée ban à l'adresse","Lieu-dit ""Querciolo"" - RT 10","SORBO-OCAGNANO","20213",0,,"D.126.24","Etage : Rdc",154,4.3,,"Électricité","périmètre de l'usage inconnu",19349.9,8413,2440,2024,,,,,,,,,,,,
"2420T1389454A","2024-04-17","2024-04-07","2024-04-07","2024-04-17","2034-04-06",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge","5ème Catégorie","O : Hôtels et pensions de famille",,,1970,"1948-1974",,304,500,"Route de la Corniche 20230 Santa-Lucia-di-Moriani",,"Route de la Corniche","Santa-Lucia-di-Moriani","20230","2B307","2B","94","2b307_wb75zj",1234831.16,6164120.85,0.52,"adresse non géocodée ban car aucune correspondance trouvée","Sainte-Lucie-De-Moriani","SANTA-LUCIA-DI-MORIANI","20230",,"Osteria A Stella",,,,,,,,,,,,,,,,,,,,,,,
"2220T1138111X","2023-10-26","2022-05-22","2022-05-23","2022-05-24","2032-05-22",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"avant 1948",197.7,100,0,"9 Cours Jean Nicoli 20090 Ajaccio","9","Cours Jean Nicoli","Ajaccio","20090","2A004","2A","94","2a004_0751_00009",1176838.97,6109827.97,0.64,"adresse géocodée ban à l'adresse","9 cours Jean Nicoli","AJACCIO","20090",0,,,,,,,,,,,,,,,,,,,,,,,,
"2420T0369710C","2024-02-01","2024-01-21","2024-01-31","2024-02-01","2034-01-30",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","B","A",,"1989-2000",82.2,100,4,"Lustincone 20620 Biguglia",,"Lustincone","Biguglia","20620","2B037","2B","94","2b037_ee0pcu",1228083.82,6190057.28,0.55,"adresse géocodée ban à l'adresse","Immeuble Pasqualini, lieu-dit Lustincone","BIGUGLIA","20620",0,,"240122 PASQUALINI - Nord","Etage 1; Porte Droite; Compl. Nord",100.2,2.8,,"Électricité","périmètre de l'usage inconnu",9059.7,3939,0.1,2023,,,,,,,,,,,,
"2420T0081629B","2024-01-09","2024-01-08","2024-01-08","2024-01-09","2034-01-07",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"locaux d'entreprise (bureaux)","B","A",2016,"2013-2021",,1875,500,"Residence Opera 20090 Ajaccio",,"Residence Opera","Ajaccio","20090","2A004","2A","94","2A004_A861",1177593.97,6111084.8,0.52,"adresse non géocodée ban car aucune correspondance trouvée","Résidence Opéra, Bâtiment ""Pôle Emploi""","AJACCIO","20090",,,,,80.5,2.2,,"Électricité","périmètre de l'usage inconnu",150995,65650,10552.8,2024,,,,,,,,,,,,
"2420T1968936U","2024-06-03","2024-05-29","2024-05-29","2024-06-03","2034-05-28","2420T1925978O",,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement",,"autres tertiaires non ERP","F","C",1969,"1948-1974",,44.4,500,"Avenue Sampiero Corso 20600 Furiani",,"Avenue Sampiero Corso","Furiani","20600","2B120","2B","94","2B120_0090",1228271.39,6194166.21,0.87,"adresse géocodée ban à l'adresse","avenue Sampiero Corso","FURIANI","20600",,,,,409.1,11.4,,"Électricité","périmètre de l'usage inconnu",18160.8,7896,1336.4,2018,,,,,,,,,,,,
"2220T2190030I","2023-10-26","2022-09-20","2022-09-22","2022-09-23","2032-09-21",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","N : Restaurants et débits de boisson","G","D",,"avant 1948",57.1,100,0,"3 Boulevard du Roi Jerome 20000 Ajaccio","3","Boulevard du Roi Jerome","Ajaccio","20000","2A004","2A","94","2a004_1210_00003",1176634.04,6108385.69,0.65,"adresse géocodée ban à l'adresse","Le Tout Va Bien, 3 Bd du Roi Jérome","AJACCIO","20000",0,,"22092101","RDC",1291.5,35.9,,"Électricité","périmètre de l'usage inconnu",81161.6,35287.7,4043.1,2022,,,,,,,,,,,,
"2320T2983840N","2023-10-26","2023-09-05","2023-09-07","2023-09-08","2033-09-06",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",,"2013-2021",595,100,0,"Chemin d'Agliani 20600 Bastia",,"Chemin d'Agliani","Bastia","20600","2B033","2B","94","2B033_0011",1227058.69,6196207.13,0.71,"adresse géocodée ban à l'adresse","Cuir Center, Lieudit Erbajolo, Chemin d'Agliani","BASTIA","20600",0,,"23/0296/LLO",,171.1,4.8,,"Électricité","périmètre de l'usage inconnu",112004.6,48697.7,7779.3,2022,,,,,,,,,,,,
"2220T0663866S","2023-10-26","2022-03-22","2022-03-30","2022-03-31","2032-03-29",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","B","A",1948,"1948-1974",470.1,100,20,"Campo Vallone 20620 Biguglia",,,"Biguglia","20620","2B037","2B","94","2B037_B021",1228686.11,6187833.93,0.55,"adresse géocodée ban à l'adresse","Campo Vallone ZI Tragone","BIGUGLIA","20620",0,,,"Etage RDC+2",94.8,2.6,,"Électricité","périmètre de l'usage inconnu",49029.1,21317,0.2,2021,,,,,,,,,,,,
"2320T0272831Y","2023-10-26","2023-01-16","2023-01-16","2023-01-27","2033-01-15",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement",,"locaux d'entreprise (bureaux)","C","A",1994,"1989-2000",,169,500,"Rue Francois Lota 20200 Bastia",,"Rue Francois Lota","Bastia","20200","2B033","2B","94","2b033_h3ukl4",1227973.72,6195301.71,0.39,"adresse non géocodée ban car aucune correspondance trouvée","BP 275 avenue Pascal Lota","BASTIA","20200",8,,"Unique","A droite en sortant de l'ascenseur",157.3,4.4,"Électricité","Électricité","Chauffage",26576.5,11555,2500,2023,,,,,,,,,,,,
"2320T2326178V","2023-10-26","2023-07-03","2023-07-09","2023-07-10","2033-07-08","2320T2273040B",,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge","5ème Catégorie","W : Administrations, banques, bureaux",,,,"1948-1974",80,100,0,"Purette 20250 Corte",,"Purette","Corte","20250","2B096","2B","94","2b096_ofu2gr",1208854.99,6153482.67,0.52,"adresse géocodée ban à l'adresse","1 Lotissement Communal de Poretta RT 50","CORTE","20250",0,,"23/0229/LLO","Etage RDC; Porte Gauche",,,,,,,,,,,,,,,,,,,,,
"2120T0306280J","2023-10-26","2021-09-06","2021-09-12","2021-09-13","2031-09-11",,,,,,"DPE 2006 tertiaire et ERP",1,,"5ème Catégorie","N : Restaurants et débits de boisson","D","B",1947,"avant 1948",120.4,100,,"2 Boulevard Madame Mère 20000 Ajaccio","2","Boulevard Madame Mère","Ajaccio","20000","2A004","2A","94","2a004_0850_00002",1175670.12,6107528.75,0.67,"adresse géocodée ban à l'adresse","Restaurant le Bonaparte 2 Boulevard Madame Mère","AJACCIO","20000",0,,,"Etage : Rdc",210.3,5.9,,"Électricité","périmètre de l'usage inconnu",27846.9,12107.3,2064.3,2020,,,,,,,,,,,,
"2420T0898512Q","2024-03-12","2024-03-11","2024-03-11","2024-03-12","2034-03-10",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge","5ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,,"1983-1988",85.6,100,0,"Residence U Sognu 20166 Grosseto-Prugna",,"Residence U Sognu","Grosseto-Prugna","20166","2A130","2A","94","2A130_A014",1182037.27,6102884.92,0.39,"adresse géocodée ban à l'adresse","Centre commercial U paese","GROSSETO PRUGNA","20166",0,,"24/UPAESELOT18/0425","RDC",,,,,,,,,,,,,,,,,,,,,
"2420T1220335L","2024-04-04","2024-03-20","2024-04-03","2024-04-04","2034-04-02",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge","3ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,1973,"1948-1974",995,100,155,"a palmula 20232 Oletta",,"a palmula","Oletta","20232","2B185","2B","94","2b185_gnvp1f",1221293.59,6190877.06,0.39,"adresse géocodée ban à l'adresse","Bât A Lieudit La Palmola","OLETTA","20232",0,,"24/0088/LLO p01",,,,,,,,,,,,,,,,,,,,,,
"2220T0351213P","2023-10-26","2022-02-21","2022-02-21","2022-02-22","2032-02-20",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire vierge",,"autres tertiaires non ERP",,,1900,"avant 1948",,39.9,500,"Rue Posta Vecchia 20200 Bastia",,"Rue Posta Vecchia","Bastia","20200","2B033","2B","94","2B033_1460",1228726.65,6199178.21,0.43,"adresse non géocodée ban car aucune correspondance trouvée","Quai des Martyrs","BASTIA","20200",0,"Rue Posta Vecchia",,,,,,,,,,,,,,,,,,,,,,,
"2320T0792906V","2023-10-26","2023-02-14","2023-03-09","2023-03-10","2033-03-08","2320T0792689M",,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement",,"autres tertiaires non ERP",,,1800,"avant 1948",,39.3,500,"Noce 20213 Castellare-di-Casinca",,,"Castellare-di-Casinca","20213","2B077","2B","94","2B077_or8qog",1234140.73,6173447.9,0.68,"adresse géocodée ban à l'adresse","Village","CASTELLARE-DI-CASINCA","20213",,,,,,,,,,,,,,,,,,,,,,,,,
"2420T3542344M","2024-10-09","2024-10-08","2024-10-08","2024-10-09","2034-10-07",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","A","A",1975,"1975-1977",,1144,500,"Avenue du Mont Thabor 20090 Ajaccio",,"Avenue du Mont Thabor","Ajaccio","20090","2A004","2A","94","2A004_0965",1178299.52,6110415.9,0.54,"adresse non géocodée ban car aucune correspondance trouvée","Avenue du Mont Thabor, Immeuble Castellani, M3E","AJACCIO","20090",2,,,,19.9,0.6,,"Électricité","périmètre de l'usage inconnu",22790.7,9909,2453,2023,,,,,,,,,,,,
"2220T0718082Y","2023-10-26","2022-03-28","2022-04-05","2022-04-06","2032-04-04",,,,,,"DPE 2006 tertiaire et ERP",2,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","A","A",1983,"1983-1988",107.9,100,0,"Impasse de la Fontaine 20200 Ville-di-Pietrabugno",,,"Ville-di-Pietrabugno","20200","2B353","2B","94","2B353_0130",1228456.41,6200673.42,0.43,"adresse géocodée ban à l'adresse","Résidence ""Les Terrasses de Funtanone"" - batiment B","VILLE-DI-PIETRABUGNO","20200",0,,,"Local commercial situé en rez-de-chaussée",19,0.5,,"Électricité","périmètre de l'usage inconnu",2261.7,983.3,285.3,2022,,,,,,,,,,,,
"2420T1706194I","2024-05-15","2024-05-12","2024-05-14","2024-05-15","2034-05-13",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","C","A",,"avant 1948",137.2,100,0,"Querciolo 20213 Sorbo-Ocagnano",,"Querciolo","Sorbo-Ocagnano","20213","2B286","2B","94","2b286_u1zmiz",1232893.5,6175828.51,0.58,"adresse non géocodée ban car aucune correspondance trouvée","Lieu-dit ""Querciolo"" - RT 10","SORBO-OCAGNANO","20213",0,,"D.126.24 (2)","Etage : R+1",176.2,4.9,,"Électricité","périmètre de l'usage inconnu",26590.3,11561,3353,2024,,,,,,,,,,,,
"2320T3825514P","2023-11-10","2023-11-01","2023-11-09","2023-11-10","2033-11-08",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge","1ère Catégorie","autres tertiaires non ERP",,,1988,"1983-1988",281,281,1,"Centre Commercial la Rocade 20600 Furiani",,"Centre Commercial la Rocade","Furiani","20600","2B120","2B","94","2B120_B300",1227877.22,6194513.09,0.71,"adresse non géocodée ban car aucune correspondance trouvée","Centre commercial La Rocade Furiani","Furiani","20600",,"193 Route Nationale",,"1-Bâtiment n°1-2-LogZone",,,,,,,,,,,,,,,,,,,,,
