"id","numero_dpe","usr_diagnostiqueur_id","usr_logiciel_id","tr001_modele_dpe_id","nom_methode_dpe","version_methode_dpe","nom_methode_etude_thermique","version_methode_etude_thermique","date_visite_diagnostiqueur","date_etablissement_dpe","date_arrete_tarifs_energies","commentaires_ameliorations_recommandations","explication_personnalisee","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","tr002_type_batiment_id","secteur_activite","tr012_categorie_erp_id","tr013_type_erp_id","annee_construction","surface_habitable","surface_thermique_lot","tv016_departement_id","commune","arrondissement","type_voie","nom_rue","numero_rue","batiment","escalier","etage","porte","code_postal","code_insee_commune","code_insee_commune_actualise","numero_lot","quote_part","nom_centre_commercial","surface_commerciale_contractuelle","portee_dpe_batiment","partie_batiment","shon","surface_utile","surface_thermique_parties_communes","en_souterrain","en_surface","nombre_niveaux","nombre_circulations_verticales","nombre_boutiques","presence_verriere","surface_verriere","type_vitrage_verriere","nombre_entrees_avec_sas","nombre_entrees_sans_sas","surface_baies_orientees_nord","surface_baies_orientees_est_ouest","surface_baies_orientees_sud","surface_planchers_hauts_deperditifs","surface_planchers_bas_deperditifs","surface_parois_verticales_opaques_deperditives","etat_avancement","organisme_certificateur","adresse_organisme_certificateur","dpe_vierge","est_efface","date_reception_dpe","longitude","latitude","geo_score","geo_type","geo_adresse","geo_id","geo_l4","geo_l5","tr001_modele_dpe_code","tr001_modele_dpe_type_id","tr001_modele_dpe_modele","tr001_modele_dpe_description","tr001_modele_dpe_fichier_vierge","tr001_modele_dpe_est_efface","tr001_modele_dpe_type","tr001_modele_dpe_type_libelle","tr001_modele_dpe_type_ordre","tr002_type_batiment_code","tr002_type_batiment_description","tr002_type_batiment_libelle","tr002_type_batiment_est_efface","tr002_type_batiment_ordre","tr002_type_batiment_simulateur","tr012_categorie_erp_code","tr012_categorie_erp_categorie","tr012_categorie_erp_groupe","tr012_categorie_erp_est_efface","tr013_type_erp_code","tr013_type_erp_type","tr013_type_erp_categorie_id","tr013_type_erp_est_efface","tr013_type_erp_categorie","tv016_departement_code","tv016_departement_departement","tv017_zone_hiver_id","tv018_zone_ete_id","tv016_departement_altmin","tv016_departement_altmax","tv016_departement_nref","tv016_departement_dhref","tv016_departement_pref","tv016_departement_c2","tv016_departement_c3","tv016_departement_c4","tv016_departement_t_ext_basse","tv016_departement_e","tv016_departement_fch","tv016_departement_fecs_ancienne_m_i","tv016_departement_fecs_recente_m_i","tv016_departement_fecs_solaire_m_i","tv016_departement_fecs_ancienne_i_c","tv016_departement_fecs_recente_i_c","tv017_zone_hiver_code","tv017_zone_hiver_t_ext_moyen","tv017_zone_hiver_peta_cw","tv017_zone_hiver_dh14","tv017_zone_hiver_prs1","tv018_zone_ete_code","tv018_zone_ete_sclim_inf_150","tv018_zone_ete_sclim_sup_150","tv018_zone_ete_rclim_autres_etages","tv018_zone_ete_rclim_dernier_etage"
5606352,"172AC1000001V",16094,2,20,"3CL - DPE","V2012","\N","\N","2017-12-11","2017-12-11","2015-08-15",,"\N",612.7,"G",19.95,"C",5,"Commerce","1","3",2000,"0.00","0.00",96,"MEZZAVIA","67","\N","RN n°194","\N","Unique","Sans objet","S/S, RDC et 1er","Sans objet","20167","2A001","2A001","\N","\N","GEANT CASINO AJACCIO","\N","1","\N","0.00","16306.85","0.00","1","1","0","0","0","1","203.84","\N","3","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"I CERT","Parc EDONIA Bâtiment G Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE","0",0,"2017-12-14T17:32:09+01:00",,,0,,,,,,"C1",5,"Par usage","Pour les centres commerciaux","20_C1_DPE_6.a.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,"TR012_001","1ère Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5606760,"172BP2000004U",12779,3,15,"Méthode Facture",,"\N","\N","2017-12-12","2017-12-13","2011-09-15",,,0,"N",0,"N",4,"Bureau, Administration, Enseignement","\N","\N",1947,"23.72","23.72",97,"BASTIA",,,"4 rue Carnot",,,"RDC",,,"20200","2B305","2B305","4",,"\N","\N","2",,"23.72","23.72","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"I.Cert","Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE","1",0,"2017-12-14T18:12:31+01:00",,,0,,,,,,"P2",2,"6.1 bis public","Pour les bâtiments à usage principal de bureau, d’administration ou d’enseignement : Consommation par Energie","15_P2_DPE_6.1_public_bis.pdf",0,"Public","Bâtiment public",5,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5606801,"172BP2000005V",12779,3,15,"Méthode Facture",,"\N","\N","2017-12-12","2017-12-13","2011-09-15",,,0,"N",0,"N",4,"Bureau, Administration, Enseignement","\N","\N",1947,"23.72","23.72",97,"BASTIA",,,"4 rue Carnot",,,"RDC",,,"20200","2B305","2B305","4",,"\N","\N","2",,"23.72","23.72","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"I.Cert","Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE","1",0,"2017-12-14T18:16:53+01:00",,,0,,,,,,"P2",2,"6.1 bis public","Pour les bâtiments à usage principal de bureau, d’administration ou d’enseignement : Consommation par Energie","15_P2_DPE_6.1_public_bis.pdf",0,"Public","Bâtiment public",5,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5607808,"172BV8000019M",5410,3,8,"Méthode Facture",,"\N","\N","2017-12-11","2017-12-11","2015-09-15",,,222,"D",7,"B",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"102.28","102.28",97,"BORGO",,,"DOMAINE DU LEVANT",,,"Etage RDC",,,"20290","2B042","2B042","81",,"\N","\N","2",,"92.98","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT 17 rue Borrel 81100 CASTRES","17 rue Borrel 81100 CASTRES","0",0,"2017-12-14T21:41:56+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5613482,"172BV4000008G",5410,3,4,"Méthode Facture",,"\N","\N","2017-12-13","2017-12-13","2015-09-15",,,395,"E",12,"B",4,"Bureau, Administration, Enseignement","\N","\N",1,"227.70","227.70",97,"CORTE",,,"Rue Jean Nicoli",,,"Etage R+1+Combles sur ssol",,,"20250","2B074","2B074","Non communiqué",,"\N","\N","2",,"207.00","100.00","0.00","0","0","3","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT 17 rue Borrel 81100 CASTRES","17 rue Borrel 81100 CASTRES","0",0,"2017-12-15T21:23:21+01:00",,,0,,,,,,"V4",1,"6.3a bis","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Energie","4_V4_DPE_6.3a_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5616397,"172AC1000002W",16094,2,20,"3CL - DPE","V2012","\N","\N","2017-12-13","2017-12-13","2015-08-15",,"\N",379.57,"F",12.36,"B",5,"Commerce","1","3",1989,"0.00","0.00",96,"PORTO VECCHIO","37","\N","Lieu dit  La Poretta","\N","Unique","Sans objet","RDC et 1er","Sans objet","20137","2A139","2A139","33 à 42, 45 à 49 et 53 à 60","\N","GEANT PORTO-VECCHIO","\N","1","\N","0.00","18723.64","0.00","1","0","0","0","0","1","1044.70","\N","0","3","0.00","0.00","0.00","0.00","0.00","0.00",1,"I CERT","Parc EDONIA Bâtiment G Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE","0",0,"2017-12-18T10:55:52+01:00",9.30689,41.667271,0.31,"street","Strada di Poretta di Ciacconu 20137 Lecci","2a139_qv4a7k","STRADA DI PORETTA DI CIACCONU",,"C1",5,"Par usage","Pour les centres commerciaux","20_C1_DPE_6.a.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,"TR012_001","1ère Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5617208,"172BC1000004Y",16094,2,20,"3CL - DPE","V2012","\N","\N","2017-12-13","2017-12-13","2015-08-15",,"\N",875.78,"G",28.51,"D",5,"Commerce","1","3",1990,"0.00","0.00",97,"BASTIA","00","\N","ZAC de Toga","\N","Unique","Sans objet","SS2/SS1/RDC et 1er","Sans objet","20200","2B033","2B033","1 et 6","\N","GEANT DE TOGA","\N","1","\N","0.00","5957.27","0.00","0","1","0","1","0","1","509.00","\N","2","3","0.00","0.00","0.00","0.00","0.00","0.00",1,"I CERT","Parc EDONIA Bâtiment G Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE","0",0,"2017-12-18T12:21:39+01:00",9.45539,42.708231,0.5,"street","Port de Toga 20200 Bastia","2b033_zeetjq","PORT DE TOGA",,"C1",5,"Par usage","Pour les centres commerciaux","20_C1_DPE_6.a.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,"TR012_001","1ère Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5619163,"172BV7000019L",8344,3,7,"Méthode Facture",,"\N","\N","2017-12-14","2017-12-14","2011-09-15","Néant","La différence de consomation avec le diagnostic peut s'expliquer par les habitudes de vie des occupants",0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"38.72","38.72",97,"BIGUGLIA",,,"Centre commercial de FICABRUNA",,,"Etage RDC; Compl.  n°13 du plan",,,"20620","2B037","2B037","Non communiqué",,"\N","\N","2","Local rdc","35.20","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"LCC QUALIXPERT","17 rue Borrel 81100 CASTRES","1",0,"2017-12-18T17:04:28+01:00",9.43011,42.628167,0.74,"locality","C Commercial de Ficabruna 20620 Biguglia","2B037_A210","C COMMERCIAL DE FICABRUNA",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5622478,"172BC1000005@",16094,2,20,"3CL - DPE","V2012","\N","\N","2017-12-12","2017-12-12","2015-08-15",,"\N",583.4,"G",18.99,"C",5,"Commerce","1","3",1980,"0.00","0.00",97,"FURIANI","00","\N","RN n°193","\N","Unique","Sans objet","SS, RDC et 1er","Sans objet","20600","2B120","2B120","83, 84, 86 à 89, 110, 114 à 118, 126, 136, 14","\N","GEANT CASINO FURIANI","\N","2",,"0.00","12597.27","0.00","1","1","0","2","0","1","26.00","\N","2","3","0.00","0.00","0.00","0.00","0.00","0.00",1,"I CERT","Parc EDONIA Bâtiment G Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE","0",0,"2017-12-19T11:16:25+01:00",,,0,,,,,,"C1",5,"Par usage","Pour les centres commerciaux","20_C1_DPE_6.a.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,"TR012_001","1ère Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5624237,"172BC1000006A",16094,2,20,"3CL - DPE","V2012","\N","\N","2017-12-11","2017-12-11","2015-08-15",,"\N",752.02,"G",24.48,"C",5,"Commerce","1","3",2002,"0.00","0.00",97,"CORTE","50","\N","Lieu dit 'Quadrello","\N","Unique","Sans objet","RDC et 1er","Sans objet","20250","2B096","2B096","\N","\N","GEANT CASINO CORTE","\N","1","\N","0.00","4430.91","0.00","1","0","0","3","0","1","178.70","\N","1","2","0.00","0.00","0.00","0.00","0.00","0.00",1,"I CERT","Parc EDONIA Bâtiment G Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE","0",0,"2017-12-19T15:42:23+01:00",,,0,,,,,,"C1",5,"Par usage","Pour les centres commerciaux","20_C1_DPE_6.a.pdf",0,"Centre commercial","Centre commercial",4,"TR002_005","Centre Commerciaux","Centres commerciaux",0,4,0,"TR012_001","1ère Catégorie","1er Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5630752,"172AV7000021E",82,2,7,"3CL - DPE","V2012","\N","\N","2017-12-18","2017-12-20","2015-08-15",,"17",456.94,"F",14.88,"C",4,"Commerce","\N","3",1997,"0.00","0.00",96,"AJACCIO","90","boulevard","Dominique Paoli","27",,"Sans objet","RDC","En façade","20090","2A004","2A004","56","\N","\N","\N","0","\N","0.00","0.00","0.00","0","0","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"AFNOR CERTIFICATION","11 Rue Francis de Pressensé 93571 SAINT-DENIS CEDEX","0",0,"2017-12-20T15:24:42+01:00",8.737262,41.929759,0.97,"housenumber","27 Boulevard Dominique Paoli 20090 Ajaccio","2a004_0475_00027","27 BOULEVARD DOMINIQUE PAOLI",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5641748,"172AV3000007E",5771,3,3,"Méthode Facture",,"\N","\N","2017-11-20","2017-12-22","2011-09-15","Pour ce type d'immeuble, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat' :  cette information ne peut nous être fournie par le propriétaire : en effet, l'ancien locataire n'est pas joignable.   Le diagnostic se limite donc au descriptif et aux recommandations.",,0,"N",0,"N",4,"Bureau, Administration, Enseignement","\N","\N",1947,"90.08","90.08",96,"PORTO VECCHIO",,,"IMMEUBLE SKALLI QUARTIER 'LA MARINE'",,,,,,"20137","2A139","2A139","Sans objet",,"\N","\N","2","Lot 1 - Rez de chaussée","81.89","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"C 063 DELIVRE LE 01/10/2012 PAR QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES","1",0,"2017-12-22T10:23:43+01:00",,,0,,,,,,"V3",1,"6.3a","Pour  les  bâtiments  à  usage  principal  de  bureau,  d’administration  ou  d’enseignement : Consommation par Usage","3_V3_DPE_6.3a.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5642309,"172BV6000002C",5410,3,6,"Méthode Facture",,"\N","\N","2017-12-18","2017-12-18","2015-09-15","Le bien comporte plusieurs compteurs EDF, il est préférable de faire la demande pour obtenir la mise en place d'un seul compteur afin de reduire les frais.",,359,"C",11,"A",4,"Occupation continue (hôpitaux, hôtels, intern","\N","\N",1,"763.08","763.08",97,"SAINT-FLORENT",,,"Tettola",,,"Ce bien ne fait pas partie d'une copropriété",,,"20217","2B058","2B058",,,"\N","\N","2",,"693.71","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT 17 rue Borrel 81100 CASTRES","17 rue Borrel 81100 CASTRES","0",0,"2017-12-22T11:10:00+01:00",,,0,,,,,,"V6",1,"6.3b bis","Pour  les  bâtiments  à  occupation  continue : Consommation par Energie","6_V6_DPE_6.3b_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5648720,"172AV6000004E",15089,10,6,"FACTURE - DPE","V2012","\N","\N","2017-12-15","2017-12-26","2015-08-15",,,0,"N",0,"N",4,"Hotel","\N","\N",1948,"302.97","302.97",96,"SARI-SOLENZARA","00",,"Hotal Orsoni Village de Solenzara",,,,,,"20145","20269","20269",,,,,"\N",,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",,"\N","\N","\N","\N","\N","\N","\N","\N",1,"Bureau Veritas Certification","60, avenue du Général de Gaulle Immeuble Le guillaumet 92046 Paris La Défense","1",0,"2017-12-26T11:53:44+01:00",9.404181,41.826371,0.36,"locality","Cala d'Oru 20145 Sari-Solenzara","2a269_dfzozl","CALA D ORU",,"V6",1,"6.3b bis","Pour  les  bâtiments  à  occupation  continue : Consommation par Energie","6_V6_DPE_6.3b_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5648729,"172AV6000005F",15089,10,6,"FACTURE - DPE","V2012","\N","\N","2017-12-15","2017-12-26","2015-08-15",,,0,"N",0,"N",4,"Hotel","\N","\N",1948,"302.97","302.97",96,"SARI-SOLENZARA","00",,"Hotal Orsoni Village de Solenzara",,,,,,"20145","20269","20269",,,,,"\N",,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",,"\N","\N","\N","\N","\N","\N","\N","\N",1,"Bureau Veritas Certification","60, avenue du Général de Gaulle Immeuble Le guillaumet 92046 Paris La Défense","1",0,"2017-12-26T11:55:10+01:00",9.404181,41.826371,0.36,"locality","Cala d'Oru 20145 Sari-Solenzara","2a269_dfzozl","CALA D ORU",,"V6",1,"6.3b bis","Pour  les  bâtiments  à  occupation  continue : Consommation par Energie","6_V6_DPE_6.3b_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5674605,"182BV7000001D",12779,3,7,"Méthode Facture",,"\N","\N","2017-12-26","2018-01-07","2011-09-15",,,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"223.30","223.30",97,"GHISONACCIA",,,"Route Nationale 198",,,,,,"20240","2B123","2B123","Non communiqué",,"\N","\N","2",,"203.00","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"I.Cert","Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE","1",0,"2018-01-07T18:18:29+01:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5702644,"182BV7000002E",16094,2,7,"3CL - DPE","V2012","\N","\N","2018-01-08","2018-01-08","2015-08-15",,"17",280.2,"E",9.12,"B",4,"Commerce","5","3",1983,"0.00","0.00",97,"BASTIA","00",,"Résidence Saint Antoine",,,"Sans objet","RDC","Sans objet","20200","2B033","2B033","1","\N","\N","\N","0","\N","0.00","0.00","0.00","0","0","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"I.CERT","BAT G - Parc EDONIA Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE","0",0,"2018-01-15T10:45:19+01:00",9.445926,42.691009,0.71,"street","Residence le Clos Saint Antoine 20200 Bastia","2B033_A175","RESIDENCE LE CLOS SAINT ANTOINE",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_005","5ème Catégorie","2ème Groupe",0,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5704519,"182AV8000001E",15022,3,8,"Méthode Facture",,"\N","\N","2018-01-15","2018-01-15","2015-09-15",,,933,"G",30,"D",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"316.07","316.07",96,"PORTO VECCHIO",,,"Les quatres Portes Bâtiment C",,,,,,"20137","2A139","2A139",,,"\N","\N","2","RDC","287.34","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","20.00","18.80","465.32","232.66","190.00",1,"LCC QUALIXPERT","17 rue Borrel 81100 CASTRES","0",0,"2018-01-15T15:44:00+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5704674,"182AV8000002F",15022,3,8,"Méthode Facture",,"\N","\N","2018-01-15","2018-01-15","2015-09-15",,,1209,"G",39,"D",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"243.84","243.84",96,"PORTO VECCHIO",,,"Les quatres Portes Bâtiment C",,,,,,"20137","2A139","2A139",,,"\N","\N","2","RDC","221.67","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","20.00","18.80","465.32","232.66","190.00",1,"LCC QUALIXPERT","17 rue Borrel 81100 CASTRES","0",0,"2018-01-15T16:06:51+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
5706506,"182AV8000003G",5771,3,8,"Méthode Facture",,"\N","\N","2018-01-15","2018-01-15","2011-09-15","Pour ce type de bien, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat' ; Cependant, les informations (Factures) ne peuvent-être fournies par le propriétaire, le local étant fermé et non loué depuis de nombreuses années. Le diagnostic se limite donc au descriptif et aux recommandations. De plus, nous tenons à préciser que le système de chauffage réversible (splits), a été installé par le locataire entrant.",,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"136.58","136.58",96,"PORTO-VECCHIO",,,"RESIDENCE U PALMU QUAI PASCAL PAOLI",,,,,,"20137","2A139","2A139","Non communiqué(s)",,"\N","\N","2","Local à usage de restaurant en Rdc","124.16","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"C 063 DELIVRE LE 01/10/2012 PAR QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES","1",0,"2018-01-15T20:54:06+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
